cylinder
light
circle
circle
light
sphere
circle
disk
disk
disk
circle
fireball
disk
unknown
oval
circle
disk
disk
light
light
other
disk
light
light
oval
cigar
other
light
rectangle
chevron
triangle
oval
unknown
sphere
unknown
light
disk
circle
other
formation
triangle
chevron
disk
triangle
unknown
light
unknown
disk
triangle
triangle
unknown
triangle
unknown
triangle
formation
unknown
cigar
unknown
sphere
light
other
cigar
rectangle
light
sphere
triangle
light
light
cylinder
delta
sphere
triangle
other
disk
changing
fireball
cylinder
cigar
circle
triangle
triangle
light
egg
fireball
changing
egg
unknown
other
fireball
sphere
circle
light
light
sphere
flash
triangle
chevron
oval
oval
flash
other
cylinder
triangle
oval
light
light
unknown
diamond
triangle
formation
other
circle
rectangle
changing
triangle
triangle
flash
unknown
circle
sphere
unknown
other
circle
egg
cross
light
oval
sphere
other
light
oval
formation
light
unknown
sphere
triangle
other
changing
sphere
oval
unknown
circle
unknown
sphere
oval
formation
circle
flash
light
light
sphere
other
other
oval
egg
triangle
formation
unknown
other
light
light
disk
disk
diamond
triangle
unknown
light
triangle
fireball
other
formation
light
disk
unknown
triangle
light
changing
changing
sphere
circle
oval
triangle
circle
flash
sphere
fireball
unknown
unknown
oval
formation
light
circle
unknown
other
triangle
light
other
light
circle
disk
formation
oval
flash
triangle
triangle
light
formation
unknown
oval
light
light
oval
disk
circle
sphere
rectangle
egg
unknown
unknown
unknown
light
light
disk
other
changing
light
light
circle
circle
formation
flash
light
light
triangle
cigar
light
triangle
oval
fireball
cylinder
other
disk
circle
egg
changing
disk
triangle
circle
other
circle
oval
oval
disk
flash
light
flash
fireball
fireball
circle
circle
triangle
circle
triangle
sphere
oval
light
circle
light
changing
disk
triangle
fireball
light
other
sphere
light
changing
cigar
light
cylinder
rectangle
light
chevron
triangle
triangle
light
light
light
light
light
circle
circle
light
light
circle
sphere
triangle
triangle
light
egg
circle
light
fireball
fireball
sphere
sphere
sphere
triangle
chevron
triangle
formation
light
sphere
other
cigar
light
sphere
sphere
sphere
fireball
light
triangle
light
unknown
oval
light
disk
oval
oval
oval
oval
other
cigar
triangle
light
light
light
disk
disk
diamond
light
light
changing
light
light
other
light
teardrop
triangle
teardrop
fireball
sphere
cylinder
fireball
circle
egg
sphere
fireball
circle
cigar
light
unknown
disk
chevron
triangle
rectangle
light
other
light
light
formation
circle
rectangle
light
fireball
sphere
formation
light
formation
light
circle
circle
formation
light
light
light
formation
light
triangle
light
oval
light
oval
disk
circle
disk
oval
unknown
fireball
light
diamond
light
formation
circle
light
triangle
oval
oval
cylinder
circle
unknown
triangle
sphere
light
disk
unknown
chevron
unknown
disk
light
sphere
cylinder
circle
sphere
light
triangle
light
changing
fireball
triangle
unknown
other
light
flash
triangle
egg
disk
disk
oval
circle
flash
light
other
rectangle
oval
sphere
changing
light
circle
triangle
other
fireball
chevron
other
light
light
circle
circle
unknown
unknown
sphere
light
disk
disk
cigar
unknown
light
fireball
circle
diamond
fireball
triangle
diamond
sphere
circle
unknown
chevron
cylinder
circle
light
circle
fireball
unknown
light
fireball
light
light
changing
circle
fireball
light
unknown
light
fireball
fireball
fireball
light
sphere
chevron
light
sphere
sphere
formation
light
changing
fireball
fireball
disk
disk
disk
circle
circle
rectangle
unknown
cigar
disk
other
unknown
sphere
disk
disk
triangle
disk
other
sphere
disk
diamond
light
light
unknown
disk
sphere
circle
sphere
disk
cigar
circle
circle
oval
light
sphere
disk
other
oval
other
disk
light
disk
unknown
unknown
disk
rectangle
chevron
unknown
sphere
disk
light
triangle
cylinder
disk
oval
disk
unknown
sphere
changing
unknown
light
sphere
triangle
changing
disk
disk
disk
light
other
other
cone
disk
cylinder
circle
disk
rectangle
light
disk
disk
light
other
fireball
formation
cigar
disk
oval
disk
unknown
fireball
sphere
unknown
oval
disk
light
light
triangle
triangle
light
sphere
triangle
other
sphere
circle
triangle
light
sphere
oval
fireball
triangle
disk
circle
oval
circle
oval
rectangle
disk
oval
light
light
other
circle
cigar
triangle
unknown
disk
cigar
other
sphere
triangle
egg
unknown
cross
triangle
light
light
triangle
disk
changing
changing
triangle
cigar
circle
disk
disk
rectangle
light
light
other
triangle
triangle
sphere
formation
triangle
oval
sphere
sphere
fireball
triangle
other
rectangle
other
rectangle
cigar
light
triangle
triangle
triangle
light
other
triangle
light
triangle
light
fireball
disk
fireball
light
disk
sphere
disk
fireball
fireball
oval
triangle
triangle
fireball
formation
triangle
triangle
other
fireball
light
light
triangle
unknown
cigar
light
light
unknown
formation
chevron
formation
formation
disk
cigar
disk
light
sphere
cigar
unknown
unknown
triangle
triangle
triangle
other
light
light
light
triangle
diamond
light
triangle
oval
triangle
changing
light
flash
triangle
other
circle
formation
teardrop
oval
other
fireball
sphere
circle
triangle
unknown
teardrop
other
unknown
fireball
light
light
light
cigar
egg
cigar
cross
other
teardrop
fireball
fireball
other
egg
light
other
unknown
unknown
changing
circle
light
unknown
other
unknown
triangle
cigar
unknown
light
sphere
other
circle
other
light
light
light
circle
unknown
cylinder
oval
triangle
unknown
other
fireball
sphere
circle
light
light
circle
light
diamond
circle
light
light
light
light
changing
light
formation
circle
circle
formation
triangle
triangle
triangle
triangle
light
light
light
light
other
changing
triangle
cylinder
light
